영어단어,한글단어설명,예문1,예문2,category,deck_group
Client,"의뢰인, 고객 (전문 서비스를 받는 사람)",A lawyer advising his client.,Meeting with a potential client.,GENERAL,SOCIAL_STATUS_CONNECTION
Customer,"고객, 손님 (물건을 사는 사람)",The customer is always right.,Serving customers in a shop.,GENERAL,SOCIAL_STATUS_CONNECTION
Stranger,낯선 사람 (전혀 모르는 사람),Don't talk to strangers.,I felt like a stranger in the city.,GENERAL,SOCIAL_STATUS_CONNECTION
Outsider,외부인 (그룹에 속하지 않은),An outsider's perspective can be helpful.,He felt like an outsider at the party.,GENERAL,SOCIAL_STATUS_CONNECTION
Insider,내부자 (그룹 내 정보를 아는),An insider revealed the scandal.,Insider trading is illegal.,GENERAL,SOCIAL_STATUS_CONNECTION
Network,"인맥, 네트워크 (연결된 사람들의 망)",Build a strong professional network.,Using my network to find a job.,GENERAL,SOCIAL_STATUS_CONNECTION
Connection,"연줄, 관계 (아는 사이/연결 고리)",He has connections in the government.,A family connection.,GENERAL,SOCIAL_STATUS_CONNECTION
Contact,"연락책, 지인 (연락 가능한 사람)",I have a contact at that company.,Add him to your list of contacts.,GENERAL,SOCIAL_STATUS_CONNECTION
Relation,친척 (가족 관계에 있는 사람),He is a distant relation of mine.,All my relations gathered for the holiday.,GENERAL,SOCIAL_STATUS_CONNECTION
Neighbor,이웃 (근처에 사는 사람),Our neighbors are very quiet.,Love your neighbor as yourself.,GENERAL,SOCIAL_STATUS_CONNECTION
Roommate,룸메이트 (방을 같이 쓰는 사람),My roommate is messy.,Looking for a new roommate.,GENERAL,SOCIAL_STATUS_CONNECTION
Classmate,동급생 (같은 반 친구),A reunion with old classmates.,He was my classmate in high school.,GENERAL,SOCIAL_STATUS_CONNECTION
Alumni,동창생 (같은 학교 졸업생),The college alumni association.,Alumni donated money to the school.,GENERAL,SOCIAL_STATUS_CONNECTION
Fellow,"동료, 회원 (같은 처지나 학회의)",My fellow citizens.,A research fellow at the university.,GENERAL,SOCIAL_STATUS_CONNECTION
Counterpart,"상대방, 대응 관계에 있는 사람",The minister met his French counterpart.,Female counterparts in the industry.,GENERAL,SOCIAL_STATUS_CONNECTION
Rival,"라이벌, 경쟁자 (경쟁하는 관계)",They are bitter rivals in business.,A sibling rival.,GENERAL,SOCIAL_STATUS_CONNECTION
Competitor,경쟁자 (시합이나 시장에서의 경쟁),Our main competitor launched a new product.,A fierce competitor in sports.,GENERAL,SOCIAL_STATUS_CONNECTION
Equal,동등한 사람 (지위나 능력이 같은),Treat everyone as an equal.,He has no equal in chess.,GENERAL,SOCIAL_STATUS_CONNECTION
Public,대중 (일반 사람들),The opinion of the general public.,Open to the public.,GENERAL,SOCIAL_STATUS_CONNECTION
Compatible,"잘 맞는, 호환되는 (성격이나 의견이 잘 통하는)",They are a very compatible couple.,My working style is compatible with yours.,GENERAL,COOPERATION_HARMONY
Harmonious,조화로운 (다툼 없이 평화로운),A harmonious relationship between nations.,Working together in a harmonious way.,GENERAL,COOPERATION_HARMONY
Cooperative,협조적인 (기꺼이 돕는),The suspect was cooperative with police.,A cooperative effort is needed.,GENERAL,COOPERATION_HARMONY
Reciprocal,상호 간의 (주고받는),A reciprocal agreement.,Respect must be reciprocal.,GENERAL,COOPERATION_HARMONY
Cordial,"화기애애한, 정중한 (따뜻하지만 격식 있는)",A cordial greeting.,Relations were cordial but distant.,GENERAL,COOPERATION_HARMONY
Amicable,원만한 (우호적인 방식으로 해결하는),An amicable divorce settlement.,We reached an amicable agreement.,GENERAL,COOPERATION_HARMONY
Collaborative,협력적인 (함께 일해서 만드는),A collaborative project involving two teams.,A collaborative learning environment.,GENERAL,COOPERATION_HARMONY
Supportive,"지지하는, 힘이 되는 (도와주고 응원하는)",She has a supportive family.,He was very supportive during my illness.,GENERAL,COOPERATION_HARMONY
Loyal,"충성스러운, 의리 있는 (배신하지 않는)",A loyal friend who never leaves.,Loyal customers are valuable.,GENERAL,COOPERATION_HARMONY
Trustworthy,신뢰할 수 있는 (믿음직한),Find a trustworthy mechanic.,He is honest and trustworthy.,GENERAL,COOPERATION_HARMONY
Reliable,믿을 만한 (일을 맡길 수 있는/일관된),A reliable employee who is always on time.,Is this information reliable?,GENERAL,COOPERATION_HARMONY
Dependable,의지할 수 있는 (필요할 때 곁에 있는),A dependable car.,She is a dependable friend in a crisis.,GENERAL,COOPERATION_HARMONY
Helpful,도움이 되는 (유용한),Thank you for your helpful advice.,The staff was very helpful.,GENERAL,COOPERATION_HARMONY
Allied,동맹을 맺은 (같은 편인),Allied forces won the war.,We are allied in this cause.,GENERAL,COOPERATION_HARMONY
United,단결된 (하나로 뭉친),We stand united against the threat.,A united front.,GENERAL,COOPERATION_HARMONY
Cohesive,"화합하는, 결속력 있는 (단단히 뭉친)",A cohesive team performs better.,Creating a cohesive society.,GENERAL,COOPERATION_HARMONY
Mutual,"상호 간의, 공통의 (서로 똑같이 느끼는)",Mutual respect is key.,We have a mutual friend.,GENERAL,COOPERATION_HARMONY
Understanding,이해심 있는 (남의 사정을 봐주는),Thank you for being so understanding.,An understanding boss.,GENERAL,COOPERATION_HARMONY
Sympathetic,"공감하는, 동정적인 (마음을 알아주는)",She was sympathetic to my problem.,A sympathetic ear.,GENERAL,COOPERATION_HARMONY
Considerate,사려 깊은 (남을 배려하는),It was considerate of you to call.,Be considerate of your neighbors.,GENERAL,COOPERATION_HARMONY
Tolerant,관대한 (다른 점을 용인하는),A tolerant society accepts diversity.,Be tolerant of other opinions.,GENERAL,COOPERATION_HARMONY
Accommodating,"편의를 봐주는, 잘 맞춰주는",The hotel staff was very accommodating.,He is accommodating to our needs.,GENERAL,COOPERATION_HARMONY
Agreeable,"동조하는, 쾌활한 (잘 따르는/기분 좋은)",An agreeable companion.,He was agreeable to the plan.,GENERAL,COOPERATION_HARMONY
Civil,예의 바른 (친하진 않아도 예의는 지키는),We remained civil despite the divorce.,Let's keep this discussion civil.,GENERAL,COOPERATION_HARMONY
Polite,공손한 (예절을 지키는),Always be polite to strangers.,A polite refusal.,GENERAL,COOPERATION_HARMONY
Courteous,정중한 (매우 예의 바르고 배려심 있는),A courteous gentleman held the door.,Courteous service.,GENERAL,COOPERATION_HARMONY
Friendly,우호적인 (친근한),A friendly smile.,Relations between the countries are friendly.,GENERAL,COOPERATION_HARMONY
Constructive,건설적인 (도움이 되는 방향의),Constructive criticism helps us improve.,A constructive meeting.,GENERAL,COOPERATION_HARMONY
Synergistic,시너지 효과가 있는 (함께해서 더 큰 효과를 내는),A synergistic partnership.,The merger produced synergistic results.,GENERAL,COOPERATION_HARMONY
Integrated,통합된 (서로 잘 섞이는),An integrated community.,Working in an integrated system.,GENERAL,COOPERATION_HARMONY
Hostile,적대적인 (적으로 간주하고 공격적인),The crowd became hostile.,Hostile forces attacked the city.,GENERAL,CONFLICT_DISTANCE
Estranged,"소원해진, 별거 중인 (사이가 멀어져 남남이 된)",He is estranged from his family.,An estranged wife.,GENERAL,CONFLICT_DISTANCE
Distant,거리감을 두는 (친하지 않고 멀리하는),He has been distant lately.,A distant relative I rarely see.,GENERAL,CONFLICT_DISTANCE
Cold,"차가운, 쌀쌀맞은 (감정이 없는)",She gave me a cold stare.,A cold reception.,GENERAL,CONFLICT_DISTANCE
Aloof,냉담한 (거리를 두고 무심한 척하는),He remained aloof from the group.,An aloof attitude.,GENERAL,CONFLICT_DISTANCE
Detached,"무심한, 초연한 (감정적으로 분리된)",A detached observer.,He felt detached from reality.,GENERAL,CONFLICT_DISTANCE
Alienated,소외된 (동떨어지고 배척당한 느낌),He felt alienated from his peers.,The policy alienated many voters.,GENERAL,CONFLICT_DISTANCE
Isolated,고립된 (혼자 떨어져 있는),An isolated incident.,She felt isolated and alone.,GENERAL,CONFLICT_DISTANCE
Incompatible,맞지 않는 (성격 차이로 공존 불가능한),They divorced because they were incompatible.,Incompatible software versions.,GENERAL,CONFLICT_DISTANCE
Abusive,학대하는 (폭력적이거나 모욕적인),An abusive husband.,Abusive language is not tolerated.,GENERAL,CONFLICT_DISTANCE
Toxic,유해한 (정신적으로 해를 끼치는 관계),Stay away from toxic people.,A toxic relationship full of drama.,GENERAL,CONFLICT_DISTANCE
Manipulative,조종하는 (교묘하게 이용해 먹는),A manipulative liar.,She is manipulative in relationships.,GENERAL,CONFLICT_DISTANCE
Controlling,통제하려는 (자기 멋대로 하려는),A controlling boyfriend.,Stop being so controlling.,GENERAL,CONFLICT_DISTANCE
Jealous,질투하는 (내 것을 뺏길까 봐/남을 시샘하여),A jealous husband.,She was jealous of my success.,GENERAL,CONFLICT_DISTANCE
Envious,부러워하는 (남의 것이 탐나서),I am envious of your travel plans.,Envious looks from others.,GENERAL,CONFLICT_DISTANCE
Resentful,"원망하는, 앙심을 품은 (억울해서 화난)",He felt resentful about the unfair treatment.,A resentful tone.,GENERAL,CONFLICT_DISTANCE
Bitter,"쓰라린, 비통해하는 (상처받아 냉소적인)",A bitter divorce battle.,She is bitter about her past.,GENERAL,CONFLICT_DISTANCE
Vengeful,복수심에 불타는 (되갚아주려는),A vengeful spirit.,"He was in a veng,eful mood.",GENERAL,CONFLICT_DISTANCE
Spiteful,앙심 깊은 (괴롭히려는 악의가 있는),She made a spiteful comment.,Doing it just to be spiteful.,GENERAL,CONFLICT_DISTANCE
Feud,"불화, 반목 (오랫동안 지속된 싸움)",A family feud lasted for years.,A feud between two gangs.,GENERAL,CONFLICT_DISTANCE
Rivalry,"라이벌 의식, 경쟁 (서로 이기려는 관계)",Sibling rivalry is common.,A fierce rivalry between teams.,GENERAL,CONFLICT_DISTANCE
Friction,마찰 (의견 충돌로 인한 삐걱거림),There is some friction between the departments.,Friction caused by disagreements.,GENERAL,CONFLICT_DISTANCE
Tension,긴장 (불편하고 팽팽한 분위기),You could cut the tension with a knife.,Tension in the room was high.,GENERAL,CONFLICT_DISTANCE
Conflict,"갈등, 충돌 (직접적인 싸움)",A conflict of interest.,Resolve the conflict peacefully.,GENERAL,CONFLICT_DISTANCE
Broken,깨진 (관계가 파탄 난),A broken home (이혼 가정).,Broken trust is hard to repair.,GENERAL,CONFLICT_DISTANCE
Divorced,이혼한 (법적으로 갈라선),My parents are divorced.,A divorced couple.,GENERAL,CONFLICT_DISTANCE
Separated,별거 중인 (헤어져 사는),They are currently separated.,Living separated lives.,GENERAL,CONFLICT_DISTANCE
Antagonistic,"적대적인, 반감을 가진 (사사건건 반대하는)    (그)agonistes(배우,경쟁자)",An antagonistic attitude.,Why are you so antagonistic?,GENERAL,CONFLICT_DISTANCE
Confrontational,대립을 일삼는 (싸움을 거는 성향),A confrontational style of management.,Avoid being confrontational.,GENERAL,CONFLICT_DISTANCE
Unfriendly,비우호적인 (친절하지 않은),An unfriendly look.,The neighbors are unfriendly.,GENERAL,CONFLICT_DISTANCE
Sociable,사교적인 (사람들과 어울리기 좋아하는),She is a very sociable person.,Not feeling very sociable today.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Gregarious,남과 어울리기 좋아하는 (군집 본능이 강한)   (라)*grex 군집*,A gregarious and outgoing personality.,Dolphins are gregarious animals.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
*greg*,무리,aggregation,군집,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
egregious,"e(바깥) +gregious(무리)무리 밖에 있는 , 악명높은,",segregate,분리하다,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Outgoing,외향적인 (활달하고 나서는),An outgoing student popular with everyone.,You need to be outgoing in sales.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Extroverted,외향적인 (에너지를 밖으로 발산하는),He is an extroverted entertainer.,Extroverted people enjoy parties.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Introverted,내향적인 (에너지를 안으로 갈무리하는),She is introverted and enjoys reading.,Introverted people value alone time.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Charismatic,카리스마 있는 (사람을 끌어당기는 매력),A charismatic leader.,He has a charismatic presence.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Charming,매력적인 (사람의 마음을 사는),A charming host.,He can be very charming when he wants.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Likable,호감 가는 (누구나 좋아하는),A likable fellow.,She has a likable personality.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Popular,인기 있는 (많은 사람이 좋아하는),The most popular girl in school.,A popular politician.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Altruistic,이타적인 (남을 위해 희생하는),Altruistic motives.,An altruistic act of bravery.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Approachable,다가가기 쉬운 (말 걸기 편한),The boss is very approachable.,An approachable demeanor.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Accessible,접근 가능한 (쉽게 만날 수 있는),Make yourself accessible to your team.,Accessible to the public.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Welcoming,환대하는 (반갑게 맞아주는),A welcoming smile.,The atmosphere was warm and welcoming.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Hospitable,손님을 잘 대접하는 (후한 대접),Hospitable hosts provided food and drinks.,The locals were very hospitable.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Generous,"관대한, 베푸는 (잘 나누어 주는)",He is generous with his money.,A generous donation.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Selfish,이기적인 (자기만 아는),Don't be so selfish.,Selfish behavior.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Egocentric,자기중심적인 (세상이 자기를 중심으로 도는),An egocentric view of the world.,Children are naturally egocentric.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Narcissistic,자아도취적인 (자기를 너무 사랑하는),Narcissistic personality disorder.,He is vain and narcissistic.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Arrogant,오만한 (남을 깔보는),An arrogant attitude.,He is too arrogant to learn.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Humble,겸손한 (자기를 낮추는),Stay humble despite success.,A humble leader.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Modest,"겸손한, 수수한 (자랑하지 않는)",He is modest about his achievements.,A modest lifestyle.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Shy,수줍음 타는 (낯을 가리는),She is shy around strangers.,"Don't be shy, introduce yourself.",GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Timid,소심한 (겁이 많고 자신감 없는),A timid child hiding behind mom.,Too timid to speak up.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Bashful,부끄럼 타는 (칭찬받으면 수줍어하는),He gave a bashful smile.,Bashful about the attention.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Awkward,어색한 (사교적으로 서투른),An awkward silence.,He feels awkward at parties.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Socially awkward,사회성이 부족한 (눈치가 없거나 서툰),He is brilliant but socially awkward.,Socially awkward interactions.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Confident,자신감 있는 (당당한),A confident speaker.,Be confident in your ability.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Assertive,자기주장이 뚜렷한 (단호한),You need to be more assertive.,An assertive communication style.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Dominant,지배적인 (주도권을 잡는),A dominant personality.,The dominant partner in the relationship.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Submissive,순종적인 (시키는 대로 하는),A submissive posture.,He is submissive to his boss.,GENERAL,SOCIAL_BEHAVIOR_PERSONALITY
Flourish,번창하다 (꽃이 피듯 아주 잘되다),The business began to flourish last year. (사업이 작년부터 번창하기 시작했습니다.),Artists flourish in a free environment. (예술가들은 자유로운 환경에서 번창합니다.),GENERAL,GROWTH_PROSPERITY
Thrive,"잘 자라다, 성공하다 (역경을 딛고 왕성하게)",Children thrive on praise and encouragement. (아이들은 칭찬과 격려를 먹고 잘 자랍니다.),Some plants thrive in the shade. (어떤 식물들은 그늘에서 잘 자랍니다.),GENERAL,GROWTH_PROSPERITY
Prosper,번영하다 (경제적으로 부유해지다),The country prospered under the new king. (그 나라는 새 왕 치하에서 번영했습니다.),We hope the company will prosper. (우리는 회사가 번영하기를 바랍니다.),GENERAL,GROWTH_PROSPERITY
Boom,"호황을 맞다, 급속히 발전하다",The housing market is booming. (주택 시장이 호황을 맞고 있습니다.),Tourism boomed after the festival. (축제 이후 관광업이 급속히 발전했습니다.),GENERAL,GROWTH_PROSPERITY
Blossom,"꽃피다, 발달하다 (재능/관계가 만개하다)",Their friendship blossomed into love. (그들의 우정은 사랑으로 꽃피었습니다.),She blossomed into a confident woman. (그녀는 자신감 있는 여성으로 성장했습니다.),GENERAL,GROWTH_PROSPERITY
Burgeon,급성장하다 (싹이 트듯 빠르게 커지다),The burgeoning tech industry. (급성장하는 기술 산업.),Demand for cars is burgeoning. (자동차 수요가 급증하고 있습니다.),GENERAL,GROWTH_PROSPERITY
Expand,확장하다 (범위나 부피가 넓어지다),Metal expands when heated. (금속은 가열되면 팽창합니다.),We plan to expand our business overseas. (우리는 사업을 해외로 확장할 계획입니다.),GENERAL,GROWTH_PROSPERITY
Escalate,"확대되다, 고조되다 (단계적으로 올라가다)",The conflict escalated into war. (갈등이 전쟁으로 확대되었습니다.),Prices are escalating rapidly. (물가가 빠르게 치솟고 있습니다.),GENERAL,GROWTH_PROSPERITY
Surge,급증하다 (파도처럼 밀려들다),Oil prices surged overnight. (유가가 밤사이 급등했습니다.),A sudden surge of interest. (갑작스러운 관심의 급증.),GENERAL,GROWTH_PROSPERITY
Soar,치솟다 (하늘 높이 날아오르다),The eagle soared into the sky. (독수리가 하늘로 치솟았습니다.),Unemployment rates soared. (실업률이 치솟았습니다.),GENERAL,GROWTH_PROSPERITY
Skyrocket,급등하다 (로켓처럼 수직 상승하다),Housing costs have skyrocketed. (주거비가 급등했습니다.),Sales skyrocketed after the ad. (광고 후 매출이 급등했습니다.),GENERAL,GROWTH_PROSPERITY
Amplify,증폭시키다 (소리나 효과를 키우다),The microphone amplifies your voice. (마이크는 목소리를 증폭시킵니다.),Social media amplified the rumor. (소셜 미디어가 소문을 증폭시켰습니다.),GENERAL,GROWTH_PROSPERITY
Augment,증대시키다 (추가해서 늘리다),He works extra hours to augment his income. (그는 수입을 늘리기 위해 추가 근무를 합니다.),Augmented reality technology. (증강 현실 기술.),GENERAL,GROWTH_PROSPERITY
Enhance,향상하다 (질이나 가치를 높이다),Good lighting enhances the room. (좋은 조명은 방을 돋보이게 합니다.),Enhance your skills with practice. (연습으로 기술을 향상하세요.),GENERAL,GROWTH_PROSPERITY
Elevate,"승격시키다, 높이다 (지위나 수준을 올리다)",He was elevated to the position of manager. (그는 매니저 직위로 승격되었습니다.),Elevate the standard of living. (생활 수준을 높이다.),GENERAL,GROWTH_PROSPERITY
Proliferate,"급증하다, 확산하다 (세포분열 하듯 늘다)",Nuclear weapons proliferation. (핵무기 확산.),Coffee shops have proliferated in the city. (도시 내에 커피숍이 급증했습니다.),GENERAL,GROWTH_PROSPERITY
Advance,"진보하다, 나아가다 (앞쪽으로 이동하다)",Technology is advancing rapidly. (기술이 빠르게 진보하고 있습니다.),The army advanced towards the city. (군대가 도시를 향해 진격했습니다.),GENERAL,GROWTH_PROSPERITY
Progress,"전진하다, 진행하다 (목표를 향해 가다)",Work is progressing smoothly. (작업이 순조롭게 진행되고 있습니다.),We are making progress. (우리는 진전을 보이고 있습니다.),GENERAL,GROWTH_PROSPERITY
Develop,"개발하다, 발달하다 (잠재력을 깨우다)",Develop a new product. (신제품을 개발하다.),The storm developed into a hurricane. (폭풍이 허리케인으로 발달했습니다.),GENERAL,GROWTH_PROSPERITY
Mature,성숙하다 (완전히 자라다),He has matured a lot over the years. (그는 수년 동안 많이 성숙했습니다.),Let the wine mature. (와인을 숙성시키세요.),GENERAL,GROWTH_PROSPERITY
Ripen,익다 (과일/기회가 무르익다),The tomatoes are ripening in the sun. (토마토가 햇볕에 익어가고 있습니다.),The time is ripe for change. (변화의 시기가 무르익었습니다.),GENERAL,GROWTH_PROSPERITY
Accumulate,축적하다 (조금씩 모이다),Dust accumulated on the furniture. (가구에 먼지가 쌓였습니다.),He accumulated a large fortune. (그는 막대한 부를 축적했습니다.),GENERAL,GROWTH_PROSPERITY
Amass,모으다 (대량으로 쌓다),He amassed a huge debt. (그는 거액의 빚을 졌습니다.),Amass evidence for the trial. (재판을 위해 증거를 수집하다.),GENERAL,GROWTH_PROSPERITY
Multiply,"증식하다, 곱하다 (수가 크게 늘다)",Bacteria multiply in warm conditions. (박테리아는 따뜻한 환경에서 증식합니다.),Problems seem to multiply. (문제가 눈덩이처럼 불어나는 것 같습니다.),GENERAL,GROWTH_PROSPERITY
Boost,"신장시키다, 북돋우다 (아래서 위로 밀어 올림)",Boost the economy. (경제를 부양하다.),A compliment boosts confidence. (칭찬은 자신감을 북돋워 줍니다.),GENERAL,GROWTH_PROSPERITY
Fortify,강화하다 (방어력을 높이다),Fortify the walls against attack. (공격에 대비해 성벽을 강화하다.),Cereal fortified with vitamins. (비타민이 강화된 시리얼.),GENERAL,GROWTH_PROSPERITY
Strengthen,강화하다 (힘을 더하다),Exercise strengthens muscles. (운동은 근육을 강화합니다.),Strengthen ties between countries. (국가 간의 유대를 강화하다.),GENERAL,GROWTH_PROSPERITY
Optimize,최적화하다 (가장 효율적으로 만들다),Optimize the website for speed. (속도를 위해 웹사이트를 최적화하다.),Optimize your workflow. (워크플로를 최적화하세요.),GENERAL,GROWTH_PROSPERITY
Maximize,극대화하다 (최대치로 끌어올리다),Maximize profits. (이익을 극대화하다.),Maximize the window. (창을 최대화하다.),GENERAL,GROWTH_PROSPERITY
Upgrade,"개선하다, 업그레이드하다 (등급을 올리다)",Upgrade to first class. (일등석으로 업그레이드하다.),We need to upgrade the software. (소프트웨어를 업그레이드해야 합니다.),GENERAL,GROWTH_PROSPERITY
Deteriorate,악화되다 (질이나 상태가 나빠지다),Her health began to deteriorate rapidly. (그녀의 건강이 급격히 악화하기 시작했습니다.),Relations between the two countries deteriorated. (두 나라 관계가 악화되었습니다.),GENERAL,DECLINE_DETERIORATION
Degenerate,"퇴보하다, 타락하다 (나쁜 상태로 변질되다)",The debate degenerated into a shouting match. (토론은 고성 오가는 싸움으로 변질되었습니다.),A degenerative disease. (퇴행성 질환.),GENERAL,DECLINE_DETERIORATION
Worsen,나빠지다 (단순히 더 안 좋아지다),The weather worsened overnight. (밤사이 날씨가 나빠졌습니다.),His condition is worsening. (그의 상태가 나빠지고 있습니다.),GENERAL,DECLINE_DETERIORATION
Decline,"쇠퇴하다, 감소하다 (수치나 힘이 줄다)",The Roman Empire declined slowly. (로마 제국은 서서히 쇠퇴했습니다.),Sales declined by 10%. (매출이 10% 감소했습니다.),GENERAL,DECLINE_DETERIORATION
Diminish,"줄어들다, 약해지다 (크기나 중요성이 작아지다)",His influence diminished over time. (그의 영향력은 시간이 지남에 따라 줄어들었습니다.),Our water supply is diminishing. (우리의 식수 공급이 줄어들고 있습니다.),GENERAL,DECLINE_DETERIORATION
Dwindle,점점 줄어들다 (거의 없어질 정도로 줄다),Hopes dwindled as time passed. (시간이 지날수록 희망이 희미해졌습니다.),A dwindling population. (점점 줄어드는 인구.),GENERAL,DECLINE_DETERIORATION
Shrink,"오그라들다, 줄다 (수축하다)",This shirt will shrink in the wash. (이 셔츠는 세탁하면 줄어들 것입니다.),The economy shrank last quarter. (지난 분기에 경제가 위축되었습니다.),GENERAL,DECLINE_DETERIORATION
Contract,"수축하다 (쪼그라들다, *계약하다 아님*)",Metal contracts when cooled. (금속은 식으면 수축합니다.),The heart muscle contracts to pump blood. (심장 근육은 피를 뿜기 위해 수축합니다.),GENERAL,DECLINE_DETERIORATION
Recede,"물러나다, 희미해지다 (뒤로 빠지다)",The floodwaters began to recede. (홍수가 빠지기 시작했습니다.),His hairline is receding. (그의 머리숱이 빠지고 있습니다/이마가 넓어지고 있습니다.),GENERAL,DECLINE_DETERIORATION
Wither,시들다 (생기를 잃고 마르다),The flowers withered in the heat. (꽃들이 더위에 시들었습니다.),Public support for the war withered. (전쟁에 대한 대중의 지지가 시들해졌습니다.),GENERAL,DECLINE_DETERIORATION
Decay,"부패하다, 충치 먹다 (서서히 썩다)",Sugar causes teeth to decay. (설탕은 치아를 썩게 합니다.),Urban decay in the inner city. (도심의 황폐화.),GENERAL,DECLINE_DETERIORATION
Rot,썩다 (심하게 부패하다),The fruit is rotting on the ground. (과일이 땅에서 썩고 있습니다.),The wood rotted away. (나무가 썩어 없어졌습니다.),GENERAL,DECLINE_DETERIORATION
Decompose,분해되다 (화학적/생물학적으로 썩다),Leaves decompose to form compost. (낙엽은 분해되어 퇴비가 됩니다.),A decomposing body. (부패하는 시체.),GENERAL,DECLINE_DETERIORATION
Corrode,부식하다 (녹이 슬어 갉아먹다),Acid corrodes metal. (산은 금속을 부식시킵니다.),Jealousy corroded their friendship. (질투가 그들의 우정을 좀먹었습니다.),GENERAL,DECLINE_DETERIORATION
Erode,침식하다 (비바람에 깎이다/서서히 파괴되다),The cliff was eroded by the sea. (절벽은 바다에 의해 침식되었습니다.),Inflation erodes the value of money. (인플레이션은 화폐 가치를 떨어뜨립니다.),GENERAL,DECLINE_DETERIORATION
Crumble,"바스러지다, 허물어지다 (조각나서 무너지다)",The old wall is crumbling. (오래된 벽이 허물어지고 있습니다.),The empire crumbled from within. (제국은 내부로부터 무너졌습니다.),GENERAL,DECLINE_DETERIORATION
Collapse,"붕괴하다, 쓰러지다 (갑자기 무너지다)",The roof collapsed under the snow. (지붕이 눈의 무게로 무너졌습니다.),He collapsed from exhaustion. (그는 탈진하여 쓰러졌습니다.),GENERAL,DECLINE_DETERIORATION
Plummet,곤두박질치다 (수직으로 떨어지다),The plane plummeted to the earth. (비행기가 땅으로 곤두박질쳤습니다.),Profits plummeted this year. (올해 이익이 급감했습니다.),GENERAL,DECLINE_DETERIORATION
Plunge,급락하다 (거칠게 떨어지다),Stock markets plunged today. (주식 시장이 오늘 급락했습니다.),He plunged into debt. (그는 빚더미에 빠졌습니다.),GENERAL,DECLINE_DETERIORATION
Slump,"급감하다, 털썩 앉다 (경제 등이 푹 꺼지다)",Sales slumped in the summer. (여름에 매출이 급감했습니다.),He slumped into the chair. (그는 의자에 털썩 주저앉았습니다.),GENERAL,DECLINE_DETERIORATION
Crash,"폭락하다, 추락하다 (완전히 망가지다)",The computer system crashed. (컴퓨터 시스템이 다운되었습니다.),The market crashed in 1929. (시장은 1929년에 대폭락했습니다.),GENERAL,DECLINE_DETERIORATION
Nosedive,급강하하다 (코를 박고 떨어지다),The pilot pulled out of a nosedive. (조종사는 급강하에서 빠져나왔습니다.),His popularity took a nosedive. (그의 인기가 급락했습니다.),GENERAL,DECLINE_DETERIORATION
Tumble,굴러 떨어지다 (비틀거리며 추락하다),Rocks tumbled down the hill. (바위들이 언덕 아래로 굴러떨어졌습니다.),Prices tumbled to a record low. (가격이 사상 최저치로 떨어졌습니다.),GENERAL,DECLINE_DETERIORATION
Subside,가라앉다 (격렬함이 줄어들다),The storm finally subsided. (폭풍이 마침내 가라앉았습니다.),The pain should subside soon. (통증이 곧 가라앉을 것입니다.),GENERAL,DECLINE_DETERIORATION
Wane,"약해지다, 이지러지다 (달이 기울듯)",His interest in the project waned. (프로젝트에 대한 그의 관심이 시들해졌습니다.),The moon is waning. (달이 기울고 있습니다.),GENERAL,DECLINE_DETERIORATION
Fade,"희미해지다, 바래다 (사라져 가다)",The music faded away. (음악이 점점 사라졌습니다.),The colors have faded in the sun. (햇볕에 색이 바랬습니다.),GENERAL,DECLINE_DETERIORATION
